resnet18_alldata,1658261043.664, 0.77, 0.4625, 0.83, 0.4259
resnet18_alldata,1658261044.211, 0.72, 0.5084, 0.84, 0.4178
resnet18_alldata,1658261044.764, 0.81, 0.481, 0.8, 0.4654
resnet18_alldata,1658261045.312, 0.87, 0.3888, 0.81, 0.4104
resnet18_alldata,1658261045.858, 0.77, 0.5174, 0.8, 0.4383
resnet18_alldata,1658261046.409, 0.76, 0.4803, 0.74, 0.4749
resnet18_alldata,1658261046.954, 0.84, 0.3959, 0.82, 0.4731
resnet18_alldata,1658261047.508, 0.78, 0.4486, 0.81, 0.4676
resnet18_alldata,1658261048.056, 0.81, 0.4754, 0.78, 0.4603
resnet18_alldata,1658261048.606, 0.79, 0.4324, 0.8, 0.4998
resnet18_alldata,1658261049.15, 0.79, 0.4837, 0.78, 0.4308
resnet18_alldata,1658261049.689, 0.84, 0.4376, 0.87, 0.418
resnet18_alldata,1658261050.234, 0.84, 0.4267, 0.74, 0.472
resnet18_alldata,1658261050.781, 0.75, 0.4679, 0.83, 0.4627
resnet18_alldata,1658261051.323, 0.79, 0.4499, 0.76, 0.4897
resnet18_alldata,1658261051.868, 0.84, 0.3908, 0.77, 0.4584
resnet18_alldata,1658261052.416, 0.79, 0.4776, 0.86, 0.4393
resnet18_alldata,1658261052.967, 0.74, 0.5134, 0.86, 0.4387
resnet18_alldata,1658261053.513, 0.75, 0.5047, 0.8, 0.4659
resnet18_alldata,1658261054.057, 0.75, 0.5223, 0.79, 0.4732
resnet18_alldata,1658261054.606, 0.81, 0.4383, 0.78, 0.4954
resnet18_alldata,1658261055.155, 0.8, 0.4372, 0.83, 0.4257
resnet18_alldata,1658261055.703, 0.85, 0.401, 0.85, 0.3859
resnet18_alldata,1658261056.249, 0.84, 0.4096, 0.8, 0.4642
resnet18_alldata,1658261056.786, 0.81, 0.4436, 0.81, 0.4574
resnet18_alldata,1658261057.33, 0.83, 0.406, 0.82, 0.4555
resnet18_alldata,1658261057.871, 0.83, 0.4368, 0.8, 0.4586
resnet18_alldata,1658261058.424, 0.84, 0.462, 0.83, 0.4698
resnet18_alldata,1658261058.976, 0.86, 0.456, 0.83, 0.4053
resnet18_alldata,1658261059.52, 0.78, 0.4778, 0.82, 0.4063
resnet18_alldata,1658261060.064, 0.7, 0.5116, 0.83, 0.4397
resnet18_alldata,1658261060.61, 0.78, 0.4887, 0.8, 0.45
resnet18_alldata,1658261061.16, 0.78, 0.4507, 0.77, 0.4731
resnet18_alldata,1658261061.704, 0.79, 0.4966, 0.76, 0.4738
resnet18_alldata,1658261062.245, 0.78, 0.4806, 0.81, 0.4497
resnet18_alldata,1658261062.786, 0.82, 0.4163, 0.83, 0.4133
resnet18_alldata,1658261063.325, 0.84, 0.4206, 0.83, 0.4395
resnet18_alldata,1658261063.869, 0.76, 0.4403, 0.8, 0.4623
resnet18_alldata,1658261064.412, 0.77, 0.4663, 0.83, 0.4017
resnet18_alldata,1658261064.963, 0.86, 0.4573, 0.81, 0.4384
resnet18_alldata,1658261065.514, 0.82, 0.4359, 0.83, 0.4014
resnet18_alldata,1658261066.057, 0.81, 0.4664, 0.85, 0.443
resnet18_alldata,1658261066.61, 0.87, 0.3812, 0.82, 0.4287
resnet18_alldata,1658261067.155, 0.79, 0.4406, 0.82, 0.4452
resnet18_alldata,1658261067.696, 0.81, 0.4164, 0.75, 0.4781
resnet18_alldata,1658261068.24, 0.86, 0.4055, 0.83, 0.4604
resnet18_alldata,1658261068.783, 0.79, 0.4748, 0.83, 0.4244
resnet18_alldata,1658261069.332, 0.81, 0.4325, 0.84, 0.3921
resnet18_alldata,1658261069.881, 0.84, 0.404, 0.83, 0.4491
resnet18_alldata,1658261070.425, 0.8, 0.468, 0.85, 0.401
resnet18_alldata,1658261070.973, 0.85, 0.4651, 0.87, 0.372
resnet18_alldata,1658261071.521, 0.82, 0.4127, 0.81, 0.4363
resnet18_alldata,1658261072.068, 0.79, 0.4651, 0.78, 0.4072
resnet18_alldata,1658261072.61, 0.88, 0.4168, 0.84, 0.4286
resnet18_alldata,1658261073.16, 0.83, 0.4231, 0.78, 0.4585
resnet18_alldata,1658261073.705, 0.83, 0.4017, 0.82, 0.4484
resnet18_alldata,1658261074.252, 0.81, 0.4377, 0.79, 0.4512
resnet18_alldata,1658261074.804, 0.84, 0.4004, 0.83, 0.4361
resnet18_alldata,1658261075.347, 0.8, 0.442, 0.82, 0.3715
resnet18_alldata,1658261075.906, 0.82, 0.4445, 0.81, 0.3977
resnet18_alldata,1658261076.469, 0.82, 0.4512, 0.9, 0.3888
resnet18_alldata,1658261077.039, 0.86, 0.378, 0.87, 0.37
resnet18_alldata,1658261077.611, 0.8, 0.4445, 0.83, 0.3928
resnet18_alldata,1658261078.187, 0.81, 0.4306, 0.88, 0.3764
resnet18_alldata,1658261078.757, 0.72, 0.4893, 0.84, 0.4341
resnet18_alldata,1658261079.339, 0.87, 0.4213, 0.74, 0.4995
resnet18_alldata,1658261079.907, 0.81, 0.4445, 0.84, 0.3931
resnet18_alldata,1658261080.49, 0.78, 0.4751, 0.85, 0.4276
resnet18_alldata,1658261081.058, 0.78, 0.4913, 0.87, 0.3888
resnet18_alldata,1658261081.612, 0.8, 0.4496, 0.82, 0.4342
resnet18_alldata,1658261082.169, 0.84, 0.4248, 0.78, 0.4056
resnet18_alldata,1658261082.716, 0.79, 0.4354, 0.88, 0.3608
resnet18_alldata,1658261083.259, 0.81, 0.4195, 0.8, 0.4791
resnet18_alldata,1658261083.804, 0.8, 0.4513, 0.82, 0.419
resnet18_alldata,1658261084.347, 0.86, 0.394, 0.86, 0.3692
resnet18_alldata,1658261084.895, 0.78, 0.4546, 0.82, 0.4519
resnet18_alldata,1658261085.434, 0.82, 0.4331, 0.91, 0.332
resnet18_alldata,1658261085.985, 0.87, 0.4163, 0.78, 0.4562
resnet18_alldata,1658261086.53, 0.86, 0.3595, 0.87, 0.3717
resnet18_alldata,1658261087.083, 0.85, 0.4067, 0.85, 0.4193
resnet18_alldata,1658261087.631, 0.82, 0.4128, 0.85, 0.4227
resnet18_alldata,1658261088.178, 0.88, 0.3611, 0.83, 0.437
resnet18_alldata,1658261088.724, 0.88, 0.3662, 0.86, 0.3682
resnet18_alldata,1658261089.272, 0.79, 0.4329, 0.84, 0.4251
resnet18_alldata,1658261089.816, 0.88, 0.3786, 0.86, 0.4113
resnet18_alldata,1658261090.359, 0.85, 0.3923, 0.8, 0.4224
resnet18_alldata,1658261090.902, 0.81, 0.4526, 0.85, 0.4206
resnet18_alldata,1658261091.459, 0.77, 0.46, 0.78, 0.4404
resnet18_alldata,1658261092.007, 0.82, 0.4509, 0.85, 0.4056
resnet18_alldata,1658261092.555, 0.88, 0.3574, 0.86, 0.3982
resnet18_alldata,1658261093.101, 0.89, 0.384, 0.88, 0.3753
resnet18_alldata,1658261093.655, 0.89, 0.3753, 0.8, 0.4677
resnet18_alldata,1658261094.201, 0.85, 0.3933, 0.79, 0.429
resnet18_alldata,1658261094.747, 0.81, 0.4779, 0.86, 0.3905
resnet18_alldata,1658261095.294, 0.85, 0.3969, 0.87, 0.3866
resnet18_alldata,1658261095.841, 0.8, 0.4761, 0.82, 0.4122
resnet18_alldata,1658261096.382, 0.84, 0.3897, 0.84, 0.4093
resnet18_alldata,1658261096.927, 0.89, 0.3771, 0.91, 0.3749
resnet18_alldata,1658261097.471, 0.87, 0.4017, 0.84, 0.4271
resnet18_alldata,1658261098.025, 0.81, 0.4454, 0.83, 0.4433
resnet18_alldata,1658261098.57, 0.86, 0.4135, 0.83, 0.3995
resnet18_alldata,1658261099.117, 0.79, 0.407, 0.81, 0.4178
resnet18_alldata,1658261099.67, 0.88, 0.3978, 0.82, 0.4513
resnet18_alldata,1658261100.216, 0.79, 0.4522, 0.84, 0.4313
resnet18_alldata,1658261100.761, 0.82, 0.3885, 0.86, 0.3976
resnet18_alldata,1658261101.304, 0.79, 0.4603, 0.86, 0.4409
resnet18_alldata,1658261101.856, 0.86, 0.4174, 0.87, 0.3849
resnet18_alldata,1658261102.401, 0.86, 0.3832, 0.89, 0.3472
resnet18_alldata,1658261102.947, 0.83, 0.3781, 0.83, 0.434
resnet18_alldata,1658261103.491, 0.84, 0.4274, 0.86, 0.4214
resnet18_alldata,1658261104.04, 0.83, 0.4189, 0.87, 0.4104
resnet18_alldata,1658261104.584, 0.81, 0.4293, 0.87, 0.3841
resnet18_alldata,1658261105.123, 0.83, 0.3931, 0.81, 0.4186
resnet18_alldata,1658261105.672, 0.81, 0.4508, 0.8, 0.4633
resnet18_alldata,1658261106.232, 0.81, 0.4287, 0.83, 0.3638
resnet18_alldata,1658261106.787, 0.84, 0.3798, 0.85, 0.3953
resnet18_alldata,1658261107.331, 0.89, 0.3362, 0.78, 0.4207
resnet18_alldata,1658261107.874, 0.84, 0.4243, 0.82, 0.4685
resnet18_alldata,1658261108.428, 0.87, 0.3717, 0.83, 0.431
resnet18_alldata,1658261108.972, 0.87, 0.3577, 0.83, 0.4056
resnet18_alldata,1658261109.515, 0.79, 0.4787, 0.83, 0.3953
resnet18_alldata,1658261110.057, 0.86, 0.3789, 0.92, 0.3497
resnet18_alldata,1658261110.6, 0.86, 0.3863, 0.75, 0.4685
resnet18_alldata,1658261111.147, 0.8, 0.4898, 0.86, 0.4165
resnet18_alldata,1658261111.692, 0.79, 0.494, 0.86, 0.4093
resnet18_alldata,1658261112.239, 0.87, 0.4008, 0.85, 0.3885
resnet18_alldata,1658261112.784, 0.84, 0.4345, 0.84, 0.446
resnet18_alldata,1658261113.329, 0.82, 0.3998, 0.78, 0.4577
resnet18_alldata,1658261113.875, 0.87, 0.3961, 0.84, 0.3996
resnet18_alldata,1658261114.423, 0.81, 0.4275, 0.83, 0.4578
resnet18_alldata,1658261114.968, 0.84, 0.4384, 0.83, 0.425
resnet18_alldata,1658261115.512, 0.84, 0.4074, 0.83, 0.4207
resnet18_alldata,1658261116.055, 0.83, 0.4074, 0.86, 0.4059
resnet18_alldata,1658261116.603, 0.86, 0.3799, 0.83, 0.4312
resnet18_alldata,1658261117.143, 0.8, 0.4084, 0.84, 0.4195
resnet18_alldata,1658261117.686, 0.92, 0.3388, 0.91, 0.3338
resnet18_alldata,1658261118.232, 0.89, 0.3256, 0.78, 0.4431
resnet18_alldata,1658261118.775, 0.81, 0.4099, 0.85, 0.4087
resnet18_alldata,1658261119.32, 0.82, 0.4273, 0.85, 0.3866
resnet18_alldata,1658261119.865, 0.89, 0.3468, 0.87, 0.3567
resnet18_alldata,1658261120.416, 0.77, 0.4519, 0.92, 0.3396
resnet18_alldata,1658261120.962, 0.84, 0.3715, 0.81, 0.44
resnet18_alldata,1658261121.516, 0.88, 0.3706, 0.85, 0.4406
resnet18_alldata,1658261122.06, 0.86, 0.3665, 0.84, 0.3778
resnet18_alldata,1658261122.606, 0.91, 0.3211, 0.88, 0.3431
resnet18_alldata,1658261123.153, 0.84, 0.3891, 0.85, 0.3997
resnet18_alldata,1658261123.698, 0.89, 0.3739, 0.88, 0.3511
resnet18_alldata,1658261124.245, 0.85, 0.3419, 0.84, 0.4115
resnet18_alldata,1658261124.793, 0.95, 0.3021, 0.84, 0.4082
resnet18_alldata,1658261125.344, 0.89, 0.3728, 0.85, 0.4047
